key,conference,title,acceptance,curated,themes,openreview_url
ICLR:10006453,ICLR 2026,Symmetry-Aware Bayesian Optimization via Max Kernels,Accept (Poster),False,,https://openreview.net/forum?id=zUbBaWAM1Q
ICLR:10006454,ICLR 2026,On the Interaction of Compressibility and Adversarial Robustness,Accept (Poster),False,,https://openreview.net/forum?id=zSsNzxjWP4
ICLR:10006455,ICLR 2026,Predictive Differential Training Guided by Training Dynamics,Accept (Poster),True,Optimizer,https://openreview.net/forum?id=zSTgrLkpRi
ICLR:10006456,ICLR 2026,AlphaSAGE: Structure-Aware Alpha Mining via GFlowNets for Robust Exploration,Accept (Poster),False,,https://openreview.net/forum?id=zRKF4ln2VE
ICLR:10006457,ICLR 2026,MathNet: A Global Multimodal Benchmark for Mathematical Reasoning and Retrieval,Accept (Poster),False,,https://openreview.net/forum?id=zPvdG1Va5Q
ICLR:10006458,ICLR 2026,OWL : Geometry-Aware Spatial Reasoning for Audio Large Language Models,Accept (Poster),False,,https://openreview.net/forum?id=zPv46YKv3w
ICLR:10006459,ICLR 2026,Unlocking the Potential of Weighting Methods in Federated Learning Through Communication Compression,Accept (Poster),False,,https://openreview.net/forum?id=zOWljZMbCm
ICLR:10006460,ICLR 2026,PICS: Pairwise Image Compositing with Spatial Interactions,Accept (Poster),False,,https://openreview.net/forum?id=zNCNEOhKps
ICLR:10006461,ICLR 2026,Variance-Dependent Regret Lower Bounds for Contextual Bandits,Accept (Poster),False,,https://openreview.net/forum?id=zM23kMEt5q
ICLR:10006462,ICLR 2026,PostAlign: Multimodal Grounding as a Corrective Lens for MLLMs,Accept (Poster),False,,https://openreview.net/forum?id=zJnPyb2xrp
ICLR:10006463,ICLR 2026,G-reasoner: Foundation Models for Unified Reasoning over Graph-structured Knowledge,Accept (Poster),False,,https://openreview.net/forum?id=zJm9nmoahk
ICLR:10006464,ICLR 2026,VeriCoT: Neuro-symbolic Chain-of-Thought Validation via Logical Consistency Checks,Accept (Poster),False,,https://openreview.net/forum?id=zHuV3Vatov
ICLR:10006465,ICLR 2026,Weight-Space Linear Recurrent Neural Networks,Accept (Poster),False,,https://openreview.net/forum?id=zHdKaF3ZM7
ICLR:10006466,ICLR 2026,OmniNav: A Unified Framework for Prospective Exploration and Visual-Language Navigation,Accept (Poster),False,,https://openreview.net/forum?id=zGtTQTD1zu
ICLR:10006467,ICLR 2026,AutoTool: Automatic Scaling of Tool-Use Capabilities in RL via Decoupled Entropy Constraints,Accept (Poster),False,,https://openreview.net/forum?id=zFkopTvclB
ICLR:10006468,ICLR 2026,Your VAR Model is Secretly an Efficient and Explainable Generative Classifier,Accept (Poster),False,,https://openreview.net/forum?id=zFF0WRMjlp
ICLR:10006469,ICLR 2026,OmniText: A Training-Free Generalist for Controllable Text-Image Manipulation,Accept (Poster),False,,https://openreview.net/forum?id=zF7GyVXVw6
ICLR:10006470,ICLR 2026,LENS: Multi-level Evaluation of Multimodal Reasoning with Large Language Models,Accept (Poster),False,,https://openreview.net/forum?id=zF0Cerwj5R
ICLR:10006471,ICLR 2026,vCache: Verified Semantic Prompt Caching,Accept (Poster),False,,https://openreview.net/forum?id=zF0A0xw3HZ
ICLR:10006472,ICLR 2026,A Statistical Benchmark for Diffusion-Posterior-Sampling Algorithms,Accept (Poster),False,,https://openreview.net/forum?id=zDI2G8t0of
ICLR:10006473,ICLR 2026,Prompt-MII: Meta-Learning Instruction Induction for LLMs,Accept (Poster),False,,https://openreview.net/forum?id=zD9fjEj4Oz
ICLR:10006474,ICLR 2026,Softmax is not Enough (for Adaptive Conformal Classification),Accept (Poster),False,,https://openreview.net/forum?id=zCwTMRtASZ
ICLR:10006475,ICLR 2026,DualMap: Enabling Both Cache Affinity and Load Balancing for Distributed LLM Serving,Accept (Poster),False,,https://openreview.net/forum?id=zCadrJ32Xn
ICLR:10006476,ICLR 2026,Avoid Catastrophic Forgetting with Rank-1 Fisher from Diffusion Models,Accept (Poster),True,Matrix computation,https://openreview.net/forum?id=zCZcbRsc4g
ICLR:10006477,ICLR 2026,Kaleidoscope: In-language Exams for Massively  Multilingual Vision Evaluation,Accept (Poster),False,,https://openreview.net/forum?id=zCYXhSy9UH
ICLR:10006478,ICLR 2026,Bridging the Gap Between Promise and Performance for Microscaling FP4 Quantization,Accept (Poster),False,,https://openreview.net/forum?id=zCBGe9AqJZ
ICLR:10006479,ICLR 2026,DiffuGuard: How Intrinsic Safety is Lost and Found in Diffusion Large Language Models,Accept (Poster),False,,https://openreview.net/forum?id=zBPzxhso8M
ICLR:10006480,ICLR 2026,Cautious Optimizers: Improving Training with One Line of Code,Accept (Poster),True,Optimizer,https://openreview.net/forum?id=zBPZeRjfgu
ICLR:10006481,ICLR 2026,VideoNSA: Native Sparse Attention Scales Video Understanding,Accept (Poster),False,,https://openreview.net/forum?id=zA2LbsUMDd
ICLR:10006482,ICLR 2026,Decoding Dynamic Visual Experience from Calcium Imaging via Cell-Pattern-Aware Pretraining,Accept (Poster),False,,https://openreview.net/forum?id=z9kAjjRejs
ICLR:10006483,ICLR 2026,Dynamic Classifier-Free Diffusion Guidance via Online Feedback,Accept (Poster),False,,https://openreview.net/forum?id=z9YC9bvfUL
ICLR:10006484,ICLR 2026,Robust Equation Structure Learning with Adaptive Refinement,Accept (Poster),False,,https://openreview.net/forum?id=z9TKJhLVKj
ICLR:10006485,ICLR 2026,Evolutionary Caching to Accelerate Your Off-the-Shelf Diffusion Model,Accept (Poster),False,,https://openreview.net/forum?id=z9MlGsQbzR
ICLR:10006486,ICLR 2026,Strong Correlations Induce Cause Only Predictions in Transformer Training,Accept (Poster),False,,https://openreview.net/forum?id=z8xjWmyQSZ
ICLR:10006487,ICLR 2026,S2GO: Streaming Sparse Gaussian Occupancy,Accept (Poster),False,,https://openreview.net/forum?id=z8ggdMlSco
ICLR:10006488,ICLR 2026,RAVEN: End-to-end Equivariant Robot Learning with RGB Cameras,Accept (Poster),False,,https://openreview.net/forum?id=z8BN7KyaPl
ICLR:10006489,ICLR 2026,Pitfalls in Evaluating Language Model Forecasters,Accept (Poster),False,,https://openreview.net/forum?id=z85kARAoyD
ICLR:10006490,ICLR 2026,LaDiR: Latent Diffusion Enhances LLMs for Text Reasoning,Accept (Poster),False,,https://openreview.net/forum?id=z5cPEZ4n6i
ICLR:10006491,ICLR 2026,Seq vs Seq: An Open Suite of Paired Encoders and Decoders,Accept (Poster),False,,https://openreview.net/forum?id=z5Mn8Rxi3l
ICLR:10006492,ICLR 2026,"The Tool Decathlon: Benchmarking Language Agents for Diverse, Realistic, and Long-Horizon Task Execution",Accept (Poster),False,,https://openreview.net/forum?id=z53s5p0qhf
ICLR:10006493,ICLR 2026,Rethinking Driving World Model as Synthetic Data Generator for Perception Tasks,Accept (Poster),False,,https://openreview.net/forum?id=z3cFADf6zZ
ICLR:10006494,ICLR 2026,Erase or Hide? Suppressing Spurious Unlearning Neurons for Robust Unlearning,Accept (Poster),False,,https://openreview.net/forum?id=z2zFk9jYpw
ICLR:10006495,ICLR 2026,Death of the Novel(ty): Beyond N-Gram Novelty as a Metric for Textual Creativity,Accept (Poster),False,,https://openreview.net/forum?id=z2idLjqzBe
ICLR:10006496,ICLR 2026,FutureX: An Advanced Live Benchmark for LLM Agents in Future Prediction,Accept (Poster),False,,https://openreview.net/forum?id=z28PLIEj6l
ICLR:10006497,ICLR 2026,ReconViaGen: Towards Accurate Multi-view 3D Object Reconstruction via Generation,Accept (Poster),False,,https://openreview.net/forum?id=z0QLeooEEf
ICLR:10006498,ICLR 2026,Entropy-Guided Dynamic Tokens for Graph-LLM Alignment in Molecular Understanding,Accept (Poster),False,,https://openreview.net/forum?id=yzwSzhqLpH
ICLR:10006499,ICLR 2026,Toward Conservative Planning from Human-AI Preferences in Reinforcement Learning,Accept (Poster),False,,https://openreview.net/forum?id=yzHwT3gfaE
ICLR:10006500,ICLR 2026,Benchmarking LLM Tool-Use in the Wild,Accept (Poster),False,,https://openreview.net/forum?id=yz7fL5vfpn
ICLR:10006501,ICLR 2026,Latent Geometry-Driven Network Automata for Complex Network Dismantling,Accept (Poster),False,,https://openreview.net/forum?id=yz29QCGVzC
ICLR:10006502,ICLR 2026,Active Learning of 3D Gaussian Splatting with Consistent Region Partition and Robust Pose Estimation,Accept (Poster),False,,https://openreview.net/forum?id=yye5kN9jH7
ICLR:10006503,ICLR 2026,Model-based Offline RL via Robust Value-Aware Model Learning with Implicitly Differentiable Adaptive Weighting,Accept (Poster),False,,https://openreview.net/forum?id=yxx6XiXwx2
ICLR:10006504,ICLR 2026,The Potential of Second-Order Optimization for LLMs: A Study with Full Gauss-Newton,Accept (Poster),True,Optimizer,https://openreview.net/forum?id=yxEop1S5le
ICLR:10006505,ICLR 2026,Sharp Monocular View Synthesis in Less Than a Second,Accept (Poster),False,,https://openreview.net/forum?id=yx3g4sF70y
ICLR:10006506,ICLR 2026,RestoreVAR: Visual Autoregressive Generation for All-in-One Image Restoration,Accept (Poster),False,,https://openreview.net/forum?id=yvXtCn2zfz
ICLR:10006507,ICLR 2026,pySpatial: Generating 3D Visual Programs for Zero-Shot Spatial Reasoning,Accept (Poster),False,,https://openreview.net/forum?id=yv15C8ql24
ICLR:10006508,ICLR 2026,Canonical Tree Cover Neural Networks for Expressive and Invariant Graph Learning,Accept (Poster),False,,https://openreview.net/forum?id=yumDmlGCc9
ICLR:10006509,ICLR 2026,How Catastrophic is Your LLM? Certifying Risks in Conversation,Accept (Poster),False,,https://openreview.net/forum?id=yt9TW2WtpG
ICLR:10006510,ICLR 2026,CTC-DRO: Robust Optimization for Reducing Language Disparities in Speech Recognition,Accept (Poster),False,,https://openreview.net/forum?id=yt40xuRBA9
ICLR:10006511,ICLR 2026,GoR: A Unified and Extensible Generative Framework for Ordinal Regression,Accept (Poster),False,,https://openreview.net/forum?id=ys80cc2N5M
ICLR:10006512,ICLR 2026,Joint Shadow Generation and Relighting via Light-Geometry Interaction Maps,Accept (Poster),False,,https://openreview.net/forum?id=yrVAA0czRz
ICLR:10006513,ICLR 2026,Expertise Can Be Helpful for Reinforcement Learning-based Macro Placement,Accept (Poster),False,,https://openreview.net/forum?id=yqvNwfxRR6
ICLR:10006514,ICLR 2026,Generative Blocks World: Moving Things Around in Pictures,Accept (Poster),False,,https://openreview.net/forum?id=ypFvQSXFNC
ICLR:10006515,ICLR 2026,GenCompositor: Generative Video Compositing with Diffusion Transformer,Accept (Poster),False,,https://openreview.net/forum?id=ynim5u2N4i
ICLR:10006516,ICLR 2026,From Seeing to Doing: Bridging Reasoning and Decision for Robotic Manipulation,Accept (Poster),False,,https://openreview.net/forum?id=yngvAamNQi
ICLR:10006517,ICLR 2026,Multi-Scale Diffusion-Guided Graph Learning with Power-Smoothing Random Walk Contrast for Multi-View Clustering,Accept (Poster),False,,https://openreview.net/forum?id=ynT6rqo4Lp
ICLR:10006518,ICLR 2026,Latent Adaptation of Foundation Policies for Sim-to-Real Transfer,Accept (Poster),False,,https://openreview.net/forum?id=yn9dzttHvT
ICLR:10006519,ICLR 2026,ReactID: Synchronizing Realistic Actions and Identity in Personalized Video Generation,Accept (Poster),False,,https://openreview.net/forum?id=yn0Wu7NsTa
ICLR:10006520,ICLR 2026,Deep Hierarchical Learning with Nested Subspace Networks for Large Language Models,Accept (Poster),False,,https://openreview.net/forum?id=ymUOPsbxLi
ICLR:10006521,ICLR 2026,AutoMetrics: Approximate Human Judgments with Automatically Generated Evaluators,Accept (Poster),False,,https://openreview.net/forum?id=ymJuBifPUy
ICLR:10006522,ICLR 2026,DAG-Math: Graph-of-Thought Guided Mathematical Reasoning in LLMs,Accept (Poster),False,,https://openreview.net/forum?id=ylr6WArKQN
ICLR:10006523,ICLR 2026,NGS-Marker: Robust Native Watermarking for 3D Gaussian Splatting,Accept (Poster),False,,https://openreview.net/forum?id=yli4zJhJB0
ICLR:10006524,ICLR 2026,Neural Optimal Transport Meets Multivariate Conformal Prediction,Accept (Poster),False,,https://openreview.net/forum?id=ylaKpd7tmA
ICLR:10006525,ICLR 2026,Incorporating Expert Priors into Bayesian Optimization via Dynamic Mean Decay,Accept (Poster),False,,https://openreview.net/forum?id=ylX5PWfK0v
ICLR:10006526,ICLR 2026,Flipping the Dialogue: Training and Evaluating User Language Models,Accept (Poster),False,,https://openreview.net/forum?id=ykSmkVqzn4
ICLR:10006527,ICLR 2026,SHIELD: Suppressing Hallucinations In LVLM Encoders via Bias and Vulnerability Defense,Accept (Poster),False,,https://openreview.net/forum?id=yk7FFLoNcP
ICLR:10006528,ICLR 2026,Persona Features Control Emergent Misalignment,Accept (Poster),False,,https://openreview.net/forum?id=yjrVOxjkDR
ICLR:10006529,ICLR 2026,Channel-Aware Mixed-Precision Quantization for Efficient Long-Context Inference,Accept (Poster),False,,https://openreview.net/forum?id=yjr2jX41qO
ICLR:10006530,ICLR 2026,"All Code, No Thought: Language Models Struggle to Reason in Ciphered Language",Accept (Poster),False,,https://openreview.net/forum?id=yjFkeQ2ynQ
ICLR:10006531,ICLR 2026,Depth Anything 3: Recovering the Visual Space from Any Views,Accept (Oral),False,,https://openreview.net/forum?id=yirunib8l8
ICLR:10006533,ICLR 2026,Efficient Quantization of Mixture-of-Experts with Theoretical Generalization Guarantees,Accept (Poster),False,,https://openreview.net/forum?id=yiMlVBAoQi
ICLR:10006534,ICLR 2026,CGSA: Class-Guided Slot-Aware Adaptation for Source-Free Object Detection,Accept (Poster),False,,https://openreview.net/forum?id=yiF4Jo38AP
ICLR:10006535,ICLR 2026,Nemotron-Research-Tool-N1: Exploring Tool-Using Language Models with Reinforced Reasoning,Accept (Poster),False,,https://openreview.net/forum?id=yiE16lWzDj
ICLR:10006536,ICLR 2026,FaSTA*: Fast-Slow Toolpath Agent with Subroutine Mining for Efficient Multi-turn Image Editing,Accept (Poster),False,,https://openreview.net/forum?id=yhhbL9T1QB
ICLR:10006537,ICLR 2026,Variational Autoencoding Discrete Diffusion with Enhanced Dimensional Correlations Modeling,Accept (Poster),False,,https://openreview.net/forum?id=yh7MV2V0ba
ICLR:10006538,ICLR 2026,Escaping Model Collapse via Synthetic Data Verification:  Near-term Improvements and Long-term Convergence,Accept (Poster),False,,https://openreview.net/forum?id=yfk6c39omW
ICLR:10006539,ICLR 2026,Causal-Steer: Disentangled Continuous Style Control without Parallel Corpora,Accept (Poster),False,,https://openreview.net/forum?id=yfiOYXvsX5
ICLR:10006540,ICLR 2026,Dual-Branch Representations with Dynamic Gated Fusion and Triple-Granularity Alignment for Deep Multi-View Clustering,Accept (Poster),False,,https://openreview.net/forum?id=yfVwaL15uo
ICLR:10006541,ICLR 2026,Watch your steps: Dormant Adversarial Behaviors that Activate upon LLM Finetuning,Accept (Oral),False,,https://openreview.net/forum?id=yfM2e8Icsw
ICLR:10006543,ICLR 2026,Sparling: End-to-End Spatial Concept Learning via Extremely Sparse Activations,Accept (Poster),False,,https://openreview.net/forum?id=yfBs0GQxx9
ICLR:10006544,ICLR 2026,Getting Your LLMs Ready for Reinforcement Learning with Lightweight SFT,Accept (Poster),False,,https://openreview.net/forum?id=yezWGJmODg
ICLR:10006545,ICLR 2026,Iterative Training of Physics-Informed Neural Networks with Fourier-enhanced Features,Accept (Poster),False,,https://openreview.net/forum?id=ybffyf7LE7
ICLR:10006546,ICLR 2026,Reducing Semantic Mismatch in Brain-to-Text Decoding Through Personalized Multimodal Masking,Accept (Poster),False,,https://openreview.net/forum?id=ya00JrKTjp
ICLR:10006547,ICLR 2026,ComGS: Efficient 3D Object-Scene Composition via Surface Octahedral Probes,Accept (Poster),False,,https://openreview.net/forum?id=yXiSPBMrTT
ICLR:10006548,ICLR 2026,RedTeamCUA: Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,Accept (Oral),False,,https://openreview.net/forum?id=yWwrgcBoK3
ICLR:10006550,ICLR 2026,Deft Scheduling of Dynamic Cloud Workflows with Varying Deadlines via Mixture-of-Experts,Accept (Poster),False,,https://openreview.net/forum?id=yVFOdLjd7V
ICLR:10006551,ICLR 2026,"In Agents We Trust, but Who Do Agents Trust? Latent Source Preferences Steer LLM Generations",Accept (Poster),False,,https://openreview.net/forum?id=yTUNl6jYGU
ICLR:10006552,ICLR 2026,SAQ: Stabilizer-Aware Quantum Error Correction Decoder,Accept (Poster),False,,https://openreview.net/forum?id=ySp8faVj6k
ICLR:10006553,ICLR 2026,The Polar Express: Optimal Matrix Sign Methods and their Application to the Muon Algorithm,Accept (Oral),True,Matrix computation; Optimizer,https://openreview.net/forum?id=yRtgZ1K8hO
ICLR:10006555,ICLR 2026,Rewarding Doubt: A Reinforcement Learning Approach to Calibrated Confidence Expression of Large Language Models,Accept (Poster),False,,https://openreview.net/forum?id=yResLmrVO1
ICLR:10006556,ICLR 2026,"PepTri: Tri-Guided All-Atom Diffusion for Peptide Design via Physics, Evolution, and Mutual Information",Accept (Poster),False,,https://openreview.net/forum?id=yQlTgHo1um
ICLR:10006557,ICLR 2026,Learning From the Past with Cascading Eligibility Traces,Accept (Poster),False,,https://openreview.net/forum?id=yQ7ssakeKM
ICLR:10006558,ICLR 2026,Seeing Through Words: Controlling Visual Retrieval Quality with Language Models,Accept (Poster),False,,https://openreview.net/forum?id=yOEmEXmbV8
ICLR:10006559,ICLR 2026,Efficient Adversarial Attacks on High-dimensional Offline Bandits,Accept (Poster),False,,https://openreview.net/forum?id=yNVoSoxM0u
ICLR:10006560,ICLR 2026,Constant Degree Matrix-Driven Incomplete Multi-View Clustering via Connectivity-Structure and Embedding Tensor Learning,Accept (Poster),False,,https://openreview.net/forum?id=yMMb3rCuNM
ICLR:10006561,ICLR 2026,How to train data-efficient LLMs,Accept (Poster),False,,https://openreview.net/forum?id=yKUbw7q1IA
ICLR:10006562,ICLR 2026,MetaEmbed: Scaling Multimodal Retrieval at Test-Time with Flexible Late Interaction,Accept (Oral),False,,https://openreview.net/forum?id=yKDqg9HwZX
