key,conference,title,selected,candidate_pass,openreview_url
ICML:64399,ICML,Jailbreak to Protect: Buffering Harmful Fine-Tuning via Temporary Jailbreaking LoRA in Large Language Models,False,matrix_candidates,https://openreview.net/forum?id=O0JXgBBo3k
ICML:64738,ICML,The Geometry of Sequential Learning: Lie-Bracket Prediction of Transfer Order,False,matrix_candidates,https://openreview.net/forum?id=KL0eu92H3K
ICML:63681,ICML,ECA: Efficient Continual Alignment for Open-Ended Image-to-Text Generation,False,matrix_candidates,https://openreview.net/forum?id=UfiLIUtbSO
ICML:60981,ICML,Learning Rate Annealing Improves Tuning Robustness in Stochastic Optimization,False,matrix_candidates,https://openreview.net/forum?id=usZLsN3Dnv
ICML:65295,ICML,FRISM: Fine-Grained Reasoning Injection via Subspace-Level Model Merging for Vision–Language Models,False,matrix_candidates,https://openreview.net/forum?id=F13K6NNeAz
ICML:65918,ICML,The Geometry of Updates: Fisher Alignment at Vocabulary Scale,False,matrix_candidates,https://openreview.net/forum?id=8vkE9kvrXa
ICML:62833,ICML,Softplus Attention with Re-weighting Boosts Length Extrapolation in Large Language Models,False,matrix_candidates,https://openreview.net/forum?id=cmTjoiRyyr
ICML:65522,ICML,Beyond Softmax: A Natural Parameterization for Categorical Random Variables,False,matrix_candidates,https://openreview.net/forum?id=ClBpWdkPZd
ICML:61429,ICML,Federated Sketching LoRA: A Flexible Framework for Heterogeneous Collaborative Fine-Tuning of LLMs,False,matrix_candidates,https://openreview.net/forum?id=qFKFSVvff5
ICML:64874,ICML,Near-Optimal Private Linear Regression via Iterative Hessian Mixing,False,matrix_candidates,https://openreview.net/forum?id=IwP8LZzc97
ICML:61891,ICML,Kronecker Generative Networks: A General Neural Architecture for Parameter-Efficient Learning Across Classification Tasks,False,matrix_candidates,https://openreview.net/forum?id=lvFuYRaLXM
ICML:66041,ICML,Token-Efficient Change Detection in LLM APIs,False,matrix_candidates,https://openreview.net/forum?id=7cMlZZYZT0
ICML:64880,ICML,Adaptive Testing for LLM Evaluation: A Psychometric Alternative to Static Benchmarks,False,matrix_candidates,https://openreview.net/forum?id=ItJEC1Mk0V
ICML:60589,ICML,Exploiting weight-space symmetries for approximating curvature,False,matrix_candidates,https://openreview.net/forum?id=yiq2tZojBK
ICML:62288,ICML,PRISM: Distribution-free Adaptive Computation of Matrix Functions for Accelerating Neural Network Training,True,matrix_candidates,https://openreview.net/forum?id=hwhvjhXC0m
ICML:63172,ICML,d$^2$p: Structured Soft Attention Is All You Need,False,matrix_candidates,https://openreview.net/forum?id=ZPtK8LKcvi
ICML:63038,ICML,TwinQuant: Learnable Subspace Decomposition for 4-Bit LLM Quantization,False,matrix_candidates,https://openreview.net/forum?id=ahYRAjx7UG
ICML:62359,ICML,BPDQ: Bit-Plane Decomposition Quantization on a Variable Grid for Large Language Models,False,matrix_candidates,https://openreview.net/forum?id=hIFa2QxEiC
ICML:60664,ICML,On the Sharp Input-Output Analysis of Nonlinear Systems under Adversarial Attacks,False,matrix_candidates,https://openreview.net/forum?id=xrUgA8PrNN
ICML:64346,ICML,DAISI: Data Assimilation with Inverse Sampling using Stochastic Interpolants,False,matrix_candidates,https://openreview.net/forum?id=OWz1n5HgcC
ICML:63665,ICML,SmoothSpike: Spiking Transformer with Learnable Hadamard Transformation,False,matrix_candidates,https://openreview.net/forum?id=UoUKCLHjRa
ICML:66666,ICML,Refining Dual Spectral Sparsity in Transformed Tensor Singular Values,False,matrix_candidates,https://openreview.net/forum?id=1ZIjW3LFcH
ICML:65746,ICML,CHESS: Chebyshev Spectral Synthesis for Trajectory Condensation,False,matrix_candidates,https://openreview.net/forum?id=AaE3hXDKBT
ICML:71157,ICML,PRISM: Gauge-Invariant Tangent-Space Differentially Private LoRA,False,matrix_candidates,https://openreview.net/forum?id=SiCjKmArjQ
ICML:63194,ICML,Decision-Focused Learning via Tangent-Space Projection of Prediction Error,True,matrix_candidates,https://openreview.net/forum?id=ZDtFevjwin
ICML:60726,ICML,Doubly Outlier-Robust Online Infinite Hidden Markov Model,False,matrix_candidates,https://openreview.net/forum?id=xAZHb0LUW1
ICML:64061,ICML,Holonomy Grid Codes for Generalisation Under Directed Actions,False,matrix_candidates,https://openreview.net/forum?id=RJBvW7ZdhG
ICML:62214,ICML,Inconsistency-Aware Minimization: Improving Generalization with Unlabeled Data,False,matrix_candidates,https://openreview.net/forum?id=icRbM5ArwW
ICML:61508,ICML,Robust Parallel Diffusion Sampling via Dynamic Jacobian Bandwidth,True,matrix_candidates,https://openreview.net/forum?id=pRsFAKBQKz
ICML:63160,ICML,Beyond Majority Voting: LLM Aggregation by Leveraging Higher-Order Information,False,matrix_candidates,https://openreview.net/forum?id=ZVyd4r9Xl5
ICML:66193,ICML,Parametrized Power-Iteration Clustering for Directed Graphs,False,matrix_candidates,https://openreview.net/forum?id=5vI6ApLOg8
ICML:64157,ICML,Spectral Heat Flow for Conservative Token Condensation in Vision-Language Models,False,matrix_candidates,https://openreview.net/forum?id=QNdqUl17Un
ICML:66208,ICML,Regularized Discriminative Alignment for Deep Representations under Label Shift,False,matrix_candidates,https://openreview.net/forum?id=5m6GcVcqDO
ICML:61424,ICML,Head-in-Head in Linear Attention,False,matrix_candidates,https://openreview.net/forum?id=qJ7C8hmICj
ICML:60865,ICML,A Unified Sparse Attention via Multi-Granularity Compression,False,matrix_candidates,https://openreview.net/forum?id=vuGiQ4o9ce
ICML:64269,ICML,Model-Preserving Adaptive Rounding,True,matrix_candidates,https://openreview.net/forum?id=PKFilPWjMI
ICML:64516,ICML,Test-Time Training with KV Binding Is Secretly Linear Attention,False,matrix_candidates,https://openreview.net/forum?id=MpBeXMurIb
ICML:65683,ICML,RMNP: Row-Momentum Normalized Preconditioning for Scalable Matrix-Based Optimization,False,matrix_candidates,https://openreview.net/forum?id=BC5aRMdRwp
ICML:64859,ICML,Revisiting Pre-Propagation GNNs: Robust Diffusion Operators and Hidden-State Re-Propagation,False,matrix_candidates,https://openreview.net/forum?id=J4sAXji4pl
ICML:66484,ICML,GraphP-FL: Personalized Federated Graph Learning via Dynamic Structure Awareness and Fisher Information Elastic Alignment,False,matrix_candidates,https://openreview.net/forum?id=3HRClWv10a
ICML:62963,ICML,Log-Normal Multiplicative Dynamics for Stable Low-Precision Deep Learning,False,matrix_candidates,https://openreview.net/forum?id=bQk1qnXcqM
ICML:62294,ICML,Wasserstein Geometry-Aware Adaptive Control via Meta-Learning,False,matrix_candidates,https://openreview.net/forum?id=huZQpYkeBl
ICML:62207,ICML,Neural Attention Search Linear: Towards Adaptive Token-Level Hybrid Attention Models,False,matrix_candidates,https://openreview.net/forum?id=igB9562BZJ
ICML:63868,ICML,Efficient Transformer Attention for SNNs via Hadamard Simplification,False,matrix_candidates,https://openreview.net/forum?id=T2obc33ton
ICML:61753,ICML,Revisiting Zeroth-Order Hessian Approximation: A Single-Step Policy Optimization Lens,True,matrix_candidates,https://openreview.net/forum?id=nEQYu4ndGA
ICML:66623,ICML,MoCL: Metabolic Optimization for Curvature-Aware Continual Learning,False,matrix_candidates,https://openreview.net/forum?id=22movV4FJD
ICML:63733,ICML,Preconditioned DeltaNet: Curvature-aware Sequence Modeling for Linear Recurrences,True,matrix_candidates,https://openreview.net/forum?id=UC6YiTOeKb
ICML:60667,ICML,"Learning, Solving and Optimizing PDEs with TensorGalerkin: an efficient high-performance Galerkin assembly algorithm",False,matrix_candidates,https://openreview.net/forum?id=xpIUvw8ANa
ICML:62060,ICML,L2G-NET: Local to Global Spectral Graph Neural Networks via Cauchy Factorizations,True,matrix_candidates,https://openreview.net/forum?id=kD8iJmyn5l
ICML:61435,ICML,Diving into Kronecker Adapters: Component Design Matters,False,matrix_candidates,https://openreview.net/forum?id=q8LOhSzOIU
ICML:61097,ICML,Continuous Variable Hamiltonian Learning at Heisenberg Limit via Displacement-Random Unitary Transformation,False,matrix_candidates,https://openreview.net/forum?id=tiF3tA5pau
ICML:62474,ICML,E2Former-V2: On-the-Fly Equivariant Attention  with Linear Activation Memory,True,matrix_candidates,https://openreview.net/forum?id=gIUVdEAa3l
ICML:64501,ICML,Softmax as Linear Attention in the Large-Prompt Regime: a Measure-based Perspective,False,matrix_candidates,https://openreview.net/forum?id=MvuCgK0Qns
ICML:62823,ICML,Information dynamics and Memory in Neural Networks through Fisher Information Diffusion,False,matrix_candidates,https://openreview.net/forum?id=cvfjjRCY0U
ICML:66368,ICML,"Natural Hypergradient Descent:  Algorithm Design, Convergence Analysis, and Parallel Implementation",True,matrix_candidates,https://openreview.net/forum?id=4K54YHTG2i
ICML:63566,ICML,QPKO: Differentiable QP-Embedded Deep Koopman Framework for Modeling Nonlinear Systems,False,matrix_candidates,https://openreview.net/forum?id=VwVBmkAoc9
ICML:63689,ICML,Learning When to Attend: Conditional Memory Access for Long-Context LLMs,False,matrix_candidates,https://openreview.net/forum?id=UcGwFXWnbn
ICML:61515,ICML,Scalable Kronecker-Factored Fisher Approximation for Neural Network Parameter Sensitivity,True,matrix_candidates,https://openreview.net/forum?id=pNe5fVK1tR
ICML:66083,ICML,Dissecting Quantization Error: A Concentration-Alignment Perspective,False,matrix_candidates,https://openreview.net/forum?id=7BoFyTPqMr
ICML:65347,ICML,Lie-Algebraic Acceleration of Neural Koopman Dynamics,False,matrix_candidates,https://openreview.net/forum?id=EVlt6J7PGR
ICML:66693,ICML,OMP: One-step Meanflow Policy with Directional Alignment,False,matrix_candidates,https://openreview.net/forum?id=1IQTouHYl2
ICML:66195,ICML,Sparser Block-Sparse Attention via Token Permutation,True,matrix_candidates,https://openreview.net/forum?id=5u3Ra6Qf5C
ICML:62674,ICML,Klein Hyperbolic Metric Learning,False,matrix_candidates,https://openreview.net/forum?id=eTcQP26TD0
ICML:63964,ICML,$\texttt{PRISM}$:A 3D Probabilistic Neural Representation for Interpretable Shape Modeling,False,matrix_candidates,https://openreview.net/forum?id=SCSc1Ph7CI
ICML:64410,ICML,Computationally-efficient Graph Modeling with Refined Graph Random Features,True,matrix_candidates,https://openreview.net/forum?id=NvJPE1oiKd
ICML:65459,ICML,Transolver-3: Scaling Up Transformer Solvers to Industrial-Scale Geometries,False,matrix_candidates,https://openreview.net/forum?id=DScXVaBXFy
ICML:65067,ICML,SEMA: a Scalable and Efficient Mamba like Attention via Token Localization and Averaging,False,matrix_candidates,https://openreview.net/forum?id=H3vDDSHWos
ICML:64821,ICML,A Provable Expressiveness Hierarchy in Hybrid Linear-Full Attention,False,matrix_candidates,https://openreview.net/forum?id=JPnA2BI6U5
ICML:63836,ICML,KromHC: Manifold-Constrained Hyper-Connections with Kronecker-Product Residual Matrices,False,matrix_candidates,https://openreview.net/forum?id=TI7Q2o6EIa
ICML:61511,ICML,Boost the Identity-Preserving Embedding for Consistent Visual Generation,False,matrix_candidates,https://openreview.net/forum?id=pPCsSseMW5
ICML:60851,ICML,FiGuRO: Intrinsic Dimension Estimation for Multi-Modal Data,False,matrix_candidates,https://openreview.net/forum?id=w4g07OVblk
ICML:60552,ICML,Bayesian-LoRA: Probabilistic Low-Rank Adaptation of Large Language Models,False,matrix_candidates,https://openreview.net/forum?id=z3rQmLk4Io
ICML:71098,ICML,Scalable Event Cloud Network for Event-based Classification,False,matrix_candidates,https://openreview.net/forum?id=yAAUcDLYMR
ICML:60823,ICML,"Learning to Remember, Learn, and Forget in Attention-Based Models",False,matrix_candidates,https://openreview.net/forum?id=wKMV7mXjUr
ICML:61328,ICML,DTS: Enhancing Large Reasoning Models via Decoding Tree Sketching,False,matrix_candidates,https://openreview.net/forum?id=rHlcYGxb2x
ICML:64716,ICML,3DGS$^2$-TR: A Scalable Second-Order Trust-Region Method for 3D Gaussian Splatting,True,matrix_candidates,https://openreview.net/forum?id=Kaliw0BQL9
ICML:61920,ICML,WildCat: Near-Linear Attention in Theory and Practice,True,matrix_candidates,https://openreview.net/forum?id=lfqyLp4hZm
ICML:64326,ICML,RL4RLA: Teaching ML to Discover Randomized Linear Algebra Algorithms Through Curriculum Design and Graph-Based Search,True,matrix_candidates,https://openreview.net/forum?id=Oj2I1xdKpv
ICML:62015,ICML,Adversarial Attack and Defense for Denoising Diffusion Sampling,False,matrix_candidates,https://openreview.net/forum?id=khMSeuLLhh
ICML:62070,ICML,FOAM: Blocked State Folding for Memory-Efficient LLM Training,False,matrix_candidates,https://openreview.net/forum?id=k7XzObg9Hy
ICML:62110,ICML,Fine-Tuning Without Forgetting In-Context Learning: A Theoretical Analysis of Linear Attention Models,False,matrix_candidates,https://openreview.net/forum?id=jl2f2Y3iuC
ICML:62327,ICML,Axiomatic Atlas: A Prescriptive Framework for Neural Architecture Design,False,matrix_candidates,https://openreview.net/forum?id=hcieHRnoQa
ICML:62743,ICML,Restoring Initial Noise Sensitivity in Text-to-Image Distillation through Geometric Alignment,False,matrix_candidates,https://openreview.net/forum?id=dlufiUI3xI
ICML:62858,ICML,Bilinear Bandits with Partially Observable Features,False,matrix_candidates,https://openreview.net/forum?id=cTiEi0D7g6
ICML:71181,ICML,FlashSketch: Sketch-Kernel Co-Design for Fast Sparse Sketching on GPUs,True,matrix_candidates,https://openreview.net/forum?id=cCwxV6rSXF
ICML:62152,ICML,A Fully First-Order Layer for Differentiable Optimization,True,matrix_candidates,https://openreview.net/forum?id=jJur8Fq7IK
ICML:71079,ICML,Diffract: Spectral View of LLM Domain Adaptation,False,matrix_candidates,https://openreview.net/forum?id=XBUHoiAGDE
ICML:63458,ICML,AvAtar: Learning to Align via Active Optimal Transport,False,matrix_candidates,https://openreview.net/forum?id=X0wQLbleXa
ICML:61087,ICML,Muon in Associative Memory Learning: Training Dynamics and Scaling Laws,False,matrix_candidates,https://openreview.net/forum?id=tn00ERVdgL
ICML:63671,ICML,MIMOMamba: From Scalar Duality to Matrix-Valued Attention,True,matrix_candidates,https://openreview.net/forum?id=UmQ07sj13y
ICML:63673,ICML,Zeroth-Order Non-Log-Concave Sampling with Variance Reduction and Applications to Inverse Problems,False,matrix_candidates,https://openreview.net/forum?id=UlFOINq6SY
ICML:63901,ICML,MDN: Parallelizing Stepwise Momentum for Delta Linear Attention,True,matrix_candidates,https://openreview.net/forum?id=Sh3rKEAxlW
ICML:63907,ICML,Near-Universal Multiplicative Updates for Nonnegative Einsum Factorization,True,matrix_candidates,https://openreview.net/forum?id=SdKzHplaIq
ICML:64155,ICML,A Tale of Two Problems: Multi-Task Bilevel Learning Meets Equality Constrained Multi-Objective Optimization,False,matrix_candidates,https://openreview.net/forum?id=QO64QUEXdV
ICML:64181,ICML,PFT: Phonon Fine-tuning for Machine Learned Interatomic Potentials,False,matrix_candidates,https://openreview.net/forum?id=QC9S8gUOYc
ICML:64321,ICML,Non-Uniform Noise-to-Signal Ratio in the REINFORCE Policy-Gradient Estimator,False,matrix_candidates,https://openreview.net/forum?id=Ol99zoW31J
ICML:61390,ICML,Decoupling Universal Laws and Environmental Heterogeneity: A Physics-Inspired Framework for Robust Spatio-Temporal Forecasting,False,matrix_candidates,https://openreview.net/forum?id=qiy68EEwhh
ICML:64590,ICML,LoRA-DA: Data-Aware Initialization for Low-Rank Adaptation via Asymptotic Analysis,False,matrix_candidates,https://openreview.net/forum?id=LvKSVUbXc9
ICML:64770,ICML,GIST: Targeted Data Selection for Instruction Tuning via Coupled Optimization Geometry,False,matrix_candidates,https://openreview.net/forum?id=K2KeBuKAtu
ICML:65137,ICML,Bullet Trains: Parallelizing Training of Temporally Precise Spiking Neural Networks,False,matrix_candidates,https://openreview.net/forum?id=GQIorrRZGv
ICML:65148,ICML,Bridging Time and Frequency: A Joint Modeling Framework for Irregular Multivariate Time Series Forecasting,False,matrix_candidates,https://openreview.net/forum?id=GLPTyKiiYZ
ICML:64743,ICML,KUMA: A Novel Framework with Koopman Separation and Efficient Multilevel Extraction in Time Series Forecasting,False,matrix_candidates,https://openreview.net/forum?id=KIJq2riCoy
ICML:65313,ICML,Principled SVD-based Delta Compression via Quantization Error Minimization,True,matrix_candidates,https://openreview.net/forum?id=ErqvESaJpk
ICML:65481,ICML,Trajectory Seriation via Spectral Tangent Alignment and Global Embedding,False,matrix_candidates,https://openreview.net/forum?id=DDNQOnaRQk
ICML:60694,ICML,Delving into Muon and Beyond: Deep Analysis and Extensions,False,matrix_candidates,https://openreview.net/forum?id=xUQ0Gw11NL
ICML:65519,ICML,Ellipsoidal Time Series Forecasting,False,matrix_candidates,https://openreview.net/forum?id=CoAHlJuMdh
ICML:65532,ICML,Quartet II: Accurate LLM Pre-Training in NVFP4 by Improved Unbiased Gradient Estimation,False,matrix_candidates,https://openreview.net/forum?id=CciWEZZDVb
ICML:61693,ICML,Covariance Volume Maximization for Embodied Latent Exploration in Deep Reinforcement Learning,False,matrix_candidates,https://openreview.net/forum?id=nfxxgHgWiL
ICML:65070,ICML,Eigenvectors of Experts are Training-free Non-collapsing Routers,False,matrix_candidates,https://openreview.net/forum?id=H1mxs9qGQX
ICML:62795,ICML,A Spiking Heterogeneous Harmonic Resonate-and-Fire State Space Model for Time Series,False,matrix_candidates,https://openreview.net/forum?id=dDGxzaRkxO
ICML:63987,ICML,Caracal: Causal Architecture via Spectral Mixing,False,matrix_candidates,https://openreview.net/forum?id=S12HAKrQG3
ICML:60707,ICML,gp2Scale: A Class of Compactly Supported Non-Stationary Kernels and Distributed Computing for Exact Gaussian Processes on 10 Million Data Points,True,matrix_candidates,https://openreview.net/forum?id=xLnzdfOS6r
ICML:60728,ICML,Geometry-Correct Diffusion Posterior Sampling with Denoiser-Pullback Curvature Guidance and Manifold-Aligned Damping,False,matrix_candidates,https://openreview.net/forum?id=x9Cy1wydfo
ICML:65808,ICML,Norm$\times$Direction: Restoring the Missing Query Norm in Vision Linear Attention,False,matrix_candidates,https://openreview.net/forum?id=9wnNpCD8E9
ICML:65832,ICML,Kalman Linear Attention: Parallel Bayesian Filtering For Efficient Language Modeling and State Tracking,True,matrix_candidates,https://openreview.net/forum?id=9h7sSJe4jN
ICML:64435,ICML,FedFit: Federated Dynamic Sparse Training via Fisher Information scoring,False,matrix_candidates,https://openreview.net/forum?id=NhW0m7BLPG
ICML:61077,ICML,Rotary Position Encodings for Graphs,False,matrix_candidates,https://openreview.net/forum?id=trn64znfNx
